arousal_listener,valence_listener,who,sentiment,emotional_reaction,interpretations,explorations,intent,s_word_len,l_word_len,arousal_speaker,valence_speaker,speaker_who,speaker_sentiment,dominance_speaker,dominance_listener,mimicry,empathy,speaker_id,speaker_utterance,listener_utterance,arousal_speaker_video,valence_speaker_video,arousal_listener_video,valence_listener_video,mimicry_video_face,mimicry_video_pose,mimicry_video_av,arousal_listener_fused,valence_listener_fused,arousal_speaker_fused,valence_speaker_fused,mimicry_fused,id,rf_t_2,rf_t_3,rf_m_3,rf_m_2,rf_va_3,rf_va_2,rf_vam_3,rf_vam_2,pbc_t_2,pbc_t_3,pbc_m_3,pbc_m_2,pbc_va_3,pbc_va_2,pbc_vam_3,pbc_vam_2,bert_2,bert_3,empathy_binary,influential,influential_l,influential_s,influential_fused,influential_l_fused,influential_s_fused
-0.131,0.333,1,neutral,0,0,0,8,6.0,13.0,-0.46,0.448,0,negative,0.586,-0.038,1.0,0.0,sub_5_conv_2,"I'm not sure actually, it's just...","Then I guess you have like a cheap network man, get it upgraded.",0.1182489965954897,-0.0793695594946232,0.0198318571143403,0.0,1,0,1,-0.0254177000199618,0.0999,-0.0552257023831572,0.0788413083537638,1,sub_5_conv_2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[('l_word_len', 13.0), ('emotional_reaction', '0'), ('s_word_len', 6.0), ('arousal_speaker', -0.46)]","[('l_word_len', 13.0), ('emotional_reaction', '0'), ('arousal_listener', -0.131), ('sentiment', 'neutral')]","[('s_word_len', 6.0), ('arousal_speaker', -0.46), ('valence_speaker', 0.448), ('dominance_speaker', 0.586)]","[('l_word_len', 13.0), ('emotional_reaction', '0'), ('s_word_len', 6.0), ('arousal_speaker', -0.0552257023831572)]","[('l_word_len', 13.0), ('emotional_reaction', '0'), ('arousal_listener', -0.0254177000199618), ('sentiment', 'neutral')]","[('s_word_len', 6.0), ('arousal_speaker', -0.0552257023831572), ('valence_speaker', 0.0788413083537638), ('dominance_speaker', 0.586)]"
-0.264,0.876,1,positive,1,0,0,7,46.0,7.0,-0.0783333333333333,0.5235555555555557,0,positive,0.2710000000000001,0.068,1.0,0.0,sub_5_conv_3,So I'm pretty optimistic about my future right now. I feel that whatever's coming next I will be able to tackle it perfectly. I think having positive thoughts about the future is a really nice thing. So I'm looking forward for like the next few years.,"Good for you, good for you man.",-0.0441534074380692,-0.1398195240037306,0.668180429385837,0.2489030425761808,0,1,0,0.3885263005700858,0.4370321298033265,-0.0544073852066484,0.0591929998640552,0,sub_5_conv_3,1,2,2,1,2,1,2,1,1,1,1,1,0,0,2,1,1,1,0,"[('l_word_len', 7.0), ('s_word_len', 46.0), ('intent', '7'), ('valence_speaker', 0.5235555555555557)]","[('l_word_len', 7.0), ('intent', '7'), ('emotional_reaction', '1'), ('sentiment', 'positive')]","[('s_word_len', 46.0), ('valence_speaker', 0.5235555555555557), ('speaker_sentiment', 'positive'), ('arousal_speaker', -0.0783333333333333)]","[('l_word_len', 7.0), ('arousal_speaker', -0.0544073852066484), ('dominance_listener', 0.068), ('valence_speaker', 0.0591929998640552)]","[('l_word_len', 7.0), ('dominance_listener', 0.068), ('emotional_reaction', '1'), ('arousal_listener', 0.3885263005700858)]","[('arousal_speaker', -0.0544073852066484), ('valence_speaker', 0.0591929998640552), ('speaker_sentiment', 'positive'), ('s_word_len', 46.0)]"
-0.0039999999999999,0.686,1,positive,1,1,0,3,30.0,13.0,-0.2083076923076922,0.3203076923076924,0,positive,0.0393846153846153,0.3134285714285714,1.0,0.0,sub_5_conv_3,"Yeah, it's like pretty great honestly. I don't know if like things will go my way, but we have to put trust on that things will go well sometimes, right?","Yeah, that's great to hear, like you have a positive outlook on life.",-0.1164805214358472,-0.1697781679363981,0.224797330870079,0.1189412107670621,1,1,0,0.1561581316090552,0.2890588475369435,-0.1440286726974007,-0.0227524098631709,1,sub_5_conv_3,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,0,"[('speaker_sentiment', 'positive'), ('who', '1'), ('l_word_len', 13.0), ('dominance_speaker', 0.0393846153846153)]","[('who', '1'), ('l_word_len', 13.0), ('emotional_reaction', '1'), ('sentiment', 'positive')]","[('speaker_sentiment', 'positive'), ('dominance_speaker', 0.0393846153846153), ('arousal_speaker', -0.2083076923076922), ('valence_speaker', 0.3203076923076924)]","[('speaker_sentiment', 'positive'), ('who', '1'), ('l_word_len', 13.0), ('dominance_speaker', 0.0393846153846153)]","[('who', '1'), ('l_word_len', 13.0), ('emotional_reaction', '1'), ('sentiment', 'positive')]","[('speaker_sentiment', 'positive'), ('dominance_speaker', 0.0393846153846153), ('arousal_speaker', -0.1440286726974007), ('valence_speaker', -0.0227524098631709)]"
-0.3799999999999999,0.218,1,neutral,0,0,1,1,49.0,29.0,-0.19075,0.27825,0,positive,-0.0542499999999999,-0.1648333333333333,1.0,0.0,sub_5_conv_4,One of the things that surprised me today was that I was able to wake up before my alarm. usually I sleep in but today I just woke up and checked the clock and it was like five minutes before my alarm which is which was neat I think.,How is that possible like you always like snooze it five to ten times before you actually like wake up? Did you sleep early tonight or yesterday or what?,0.0884449649421251,-0.1492544856382825,0.1439591520425314,0.1171398116489764,1,0,0,-0.013228593570228,0.1473978681542835,0.0046864754594875,-0.0210031399467977,1,sub_5_conv_4,1,2,2,1,2,1,2,1,1,2,2,1,0,0,0,0,1,2,0,"[('l_word_len', 29.0), ('dominance_speaker', -0.0542499999999999), ('sentiment', 'neutral'), ('dominance_listener', -0.1648333333333333)]","[('l_word_len', 29.0), ('sentiment', 'neutral'), ('dominance_listener', -0.1648333333333333), ('emotional_reaction', '0')]","[('dominance_speaker', -0.0542499999999999), ('s_word_len', 49.0), ('valence_speaker', 0.27825), ('arousal_speaker', -0.19075)]","[('l_word_len', 29.0), ('dominance_speaker', -0.0542499999999999), ('emotional_reaction', '0'), ('sentiment', 'neutral')]","[('l_word_len', 29.0), ('emotional_reaction', '0'), ('sentiment', 'neutral'), ('dominance_listener', -0.1648333333333333)]","[('dominance_speaker', -0.0542499999999999), ('arousal_speaker', 0.0046864754594875), ('s_word_len', 49.0), ('valence_speaker', -0.0210031399467977)]"
-0.1427272727272727,-0.1614545454545454,2,neutral,1,1,0,8,45.0,21.0,-0.1588421052631579,0.1265263157894736,0,positive,-0.1096842105263157,-0.192,0.0,0.0,sub_5_conv_4,No that's the funny thing like I actually only slept like six hours instead of the usual eight but I ended up waking up early and feeling refreshed and I think that's weird but I mean it's a welcome weird instead of a bad weird.,Maybe you ate something weird yesterday that's why sometimes stomach problems can cause people to have weird sleep-sick schedules or something.,0.1902424246871566,-0.1069366192016714,-0.0597226272292678,0.031986103893456,0,0,0,-0.0846240208786692,-0.0260460909109444,0.0855170657020622,-0.0368977387043278,0,sub_5_conv_4,1,2,2,1,2,1,2,1,1,1,1,1,0,0,2,1,1,2,0,"[('l_word_len', 21.0), ('emotional_reaction', '1'), ('sentiment', 'neutral'), ('valence_speaker', 0.1265263157894736)]","[('l_word_len', 21.0), ('emotional_reaction', '1'), ('sentiment', 'neutral'), ('intent', '8')]","[('valence_speaker', 0.1265263157894736), ('s_word_len', 45.0), ('arousal_speaker', -0.1588421052631579), ('dominance_speaker', -0.1096842105263157)]","[('l_word_len', 21.0), ('emotional_reaction', '1'), ('sentiment', 'neutral'), ('valence_speaker', -0.0368977387043278)]","[('l_word_len', 21.0), ('emotional_reaction', '1'), ('sentiment', 'neutral'), ('intent', '8')]","[('valence_speaker', -0.0368977387043278), ('s_word_len', 45.0), ('arousal_speaker', 0.0855170657020622), ('dominance_speaker', -0.1096842105263157)]"
-0.2513333333333333,0.2383333333333333,1,neutral,0,0,1,1,18.0,16.0,-0.1183333333333333,0.1643333333333333,0,neutral,0.1909999999999999,-0.2366666666666666,1.0,0.0,sub_5_conv_4,"Oh, I hadn't thought of that. I will be on the lookout if anything goes wrong, you know.","Okay. By the way, what did you eat yesterday? Did you drink a lot of coffee?",0.0684939538347693,-0.2296831092702506,0.04587914878802,0.1009681796311328,1,1,0,-0.0432845958483859,0.142177725741793,0.0124457676843384,-0.1114781764891754,1,sub_5_conv_4,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,"[('valence_listener', 0.2383333333333333), ('l_word_len', 16.0), ('emotional_reaction', '0'), ('dominance_listener', -0.2366666666666666)]","[('valence_listener', 0.2383333333333333), ('l_word_len', 16.0), ('emotional_reaction', '0'), ('dominance_listener', -0.2366666666666666)]","[('arousal_speaker', -0.1183333333333333), ('dominance_speaker', 0.1909999999999999), ('valence_speaker', 0.1643333333333333), ('s_word_len', 18.0)]","[('valence_listener', 0.142177725741793), ('l_word_len', 16.0), ('emotional_reaction', '0'), ('dominance_listener', -0.2366666666666666)]","[('valence_listener', 0.142177725741793), ('l_word_len', 16.0), ('emotional_reaction', '0'), ('dominance_listener', -0.2366666666666666)]","[('arousal_speaker', 0.0124457676843384), ('dominance_speaker', 0.1909999999999999), ('valence_speaker', -0.1114781764891754), ('s_word_len', 18.0)]"
0.0,0.0,2,neutral,0,0,0,9,10.0,4.0,0.0,0.0,0,neutral,0.0,0.0,0.0,0.0,sub_5_conv_4,"Um... No, well, yeah, I did. So maybe that's why.",There you have it.,0.2219655561945624,-0.3086268608058635,0.6373100586146372,0.3660272393328133,0,1,0,0.446117041030246,0.2562190675329693,0.1553758893361936,-0.2160388025641044,0,sub_5_conv_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,"[('valence_speaker', 0.0), ('s_word_len', 10.0), ('dominance_speaker', 0.0), ('l_word_len', 4.0)]","[('l_word_len', 4.0), ('sentiment', 'neutral'), ('dominance_listener', 0.0), ('valence_listener', 0.0)]","[('valence_speaker', 0.0), ('s_word_len', 10.0), ('dominance_speaker', 0.0), ('arousal_speaker', 0.0)]","[('valence_speaker', -0.2160388025641044), ('s_word_len', 10.0), ('dominance_speaker', 0.0), ('l_word_len', 4.0)]","[('l_word_len', 4.0), ('sentiment', 'neutral'), ('dominance_listener', 0.0), ('valence_listener', 0.2562190675329693)]","[('valence_speaker', -0.2160388025641044), ('s_word_len', 10.0), ('dominance_speaker', 0.0), ('arousal_speaker', 0.1553758893361936)]"
0.2437777777777777,-0.0548888888888888,1,neutral,1,0,1,6,75.0,24.0,-0.0151,0.0814999999999999,0,negative,-0.0754999999999999,0.0502222222222222,0.0,0.0,sub_5_conv_5,So yesterday I was walking at night and suddenly realized that it got cloudy really really fast and it started like lightning started to appear and thunder and everything so I was actually got really scared because I was far away from from home and if I were to be caught in the storm I would it wouldn't be the best thing so I was like fearing for my life while running to my house,did you get home before the storm or like did you end up actually being in the storm and lightning is pretty scary man,0.0586257045382892,-0.106880623727998,0.1667613474312004,0.1201012923217557,0,0,0,0.1898662765351736,0.0676042379585623,0.0365079931768024,-0.0503664366095985,0,sub_5_conv_5,1,2,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,"[('l_word_len', 24.0), ('emotional_reaction', '1'), ('intent', '6'), ('sentiment', 'neutral')]","[('l_word_len', 24.0), ('emotional_reaction', '1'), ('intent', '6'), ('sentiment', 'neutral')]","[('valence_speaker', 0.0814999999999999), ('s_word_len', 75.0), ('dominance_speaker', -0.0754999999999999), ('arousal_speaker', -0.0151)]","[('l_word_len', 24.0), ('emotional_reaction', '1'), ('sentiment', 'neutral'), ('valence_speaker', -0.0503664366095985)]","[('l_word_len', 24.0), ('emotional_reaction', '1'), ('sentiment', 'neutral'), ('intent', '6')]","[('valence_speaker', -0.0503664366095985), ('s_word_len', 75.0), ('dominance_speaker', -0.0754999999999999), ('arousal_speaker', 0.0365079931768024)]"
0.074,0.243,2,neutral,0,0,1,1,58.0,12.0,0.0233333333333333,0.0318666666666666,0,negative,-0.0617333333333333,0.3635,1.0,0.0,sub_5_conv_5,"yeah like I did make it and I don't think if there was a storm It was very late at night so I just went and slept. But yeah, the lightning was... I feel like it was really close. And I'm really afraid of getting struck by lightning. I know it's very rare, but it can happen, man.",Do you know of any incidents where it happened in real life?,0.1185349056345653,0.0123228758283087,0.1934561713513087,0.0770484875733393,0,0,1,0.157619319945916,0.1268339413013375,0.0899744339441957,0.018186013079816,0,sub_5_conv_5,1,2,2,1,2,1,2,1,0,0,0,0,0,0,2,1,1,2,0,"[('l_word_len', 12.0), ('emotional_reaction', '0'), ('dominance_speaker', -0.0617333333333333), ('arousal_listener', 0.074)]","[('l_word_len', 12.0), ('emotional_reaction', '0'), ('arousal_listener', 0.074), ('dominance_listener', 0.3635)]","[('dominance_speaker', -0.0617333333333333), ('valence_speaker', 0.0318666666666666), ('arousal_speaker', 0.0233333333333333), ('s_word_len', 58.0)]","[('l_word_len', 12.0), ('emotional_reaction', '0'), ('dominance_speaker', -0.0617333333333333), ('arousal_listener', 0.157619319945916)]","[('l_word_len', 12.0), ('emotional_reaction', '0'), ('arousal_listener', 0.157619319945916), ('dominance_listener', 0.3635)]","[('dominance_speaker', -0.0617333333333333), ('valence_speaker', 0.018186013079816), ('arousal_speaker', 0.0899744339441957), ('s_word_len', 58.0)]"
0.0883333333333333,0.0116666666666666,2,neutral,0,0,1,1,29.0,12.0,-0.1155,0.142,2,neutral,0.0484999999999999,-0.0056666666666666,0.0,0.0,sub_5_conv_5,yeah I actually know someone who was struck by lightning once but I mean they were fine but they had like um burns in some parts of their legs,wait like so you can survive when you get stuck by lightning,0.0686819086201911,-0.1880092959196341,0.2412364543924587,0.2666285290866519,0,0,0,0.195365518074721,0.1901399703606563,0.0134273360341337,-0.0890065071437438,0,sub_5_conv_5,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,0,0,0,"[('valence_listener', 0.0116666666666666), ('l_word_len', 12.0), ('emotional_reaction', '0'), ('arousal_listener', 0.0883333333333333)]","[('valence_listener', 0.0116666666666666), ('l_word_len', 12.0), ('emotional_reaction', '0'), ('arousal_listener', 0.0883333333333333)]","[('s_word_len', 29.0), ('arousal_speaker', -0.1155), ('dominance_speaker', 0.0484999999999999), ('valence_speaker', 0.142)]","[('valence_listener', 0.1901399703606563), ('l_word_len', 12.0), ('emotional_reaction', '0'), ('arousal_listener', 0.195365518074721)]","[('valence_listener', 0.1901399703606563), ('l_word_len', 12.0), ('emotional_reaction', '0'), ('arousal_listener', 0.195365518074721)]","[('s_word_len', 29.0), ('arousal_speaker', 0.0134273360341337), ('dominance_speaker', 0.0484999999999999), ('valence_speaker', -0.0890065071437438)]"
0.58,0.776,2,neutral,0,0,0,3,9.0,3.0,0.083,0.073,2,neutral,-0.213,0.384,1.0,0.0,sub_5_conv_5,yeah that's it's really rare but it does happen,oh that's surprising,0.0903089687036772,-0.1031647013910809,0.1231777144377368,-0.0488316991274684,0,1,1,0.2602244001064158,0.1986178106107721,0.088116278092574,-0.0503152909737566,0,sub_5_conv_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"[('l_word_len', 3.0), ('arousal_speaker', 0.083), ('emotional_reaction', '0'), ('s_word_len', 9.0)]","[('l_word_len', 3.0), ('emotional_reaction', '0'), ('intent', '3'), ('sentiment', 'neutral')]","[('arousal_speaker', 0.083), ('s_word_len', 9.0), ('dominance_speaker', -0.213), ('valence_speaker', 0.073)]","[('l_word_len', 3.0), ('arousal_speaker', 0.088116278092574), ('emotional_reaction', '0'), ('s_word_len', 9.0)]","[('l_word_len', 3.0), ('emotional_reaction', '0'), ('intent', '3'), ('sentiment', 'neutral')]","[('arousal_speaker', 0.088116278092574), ('s_word_len', 9.0), ('dominance_speaker', -0.213), ('valence_speaker', -0.0503152909737566)]"
-0.1059999999999999,0.2892499999999999,1,neutral,0,0,1,1,59.0,17.0,-0.1551764705882353,0.0139999999999999,0,negative,-0.1527058823529412,0.09625,0.0,0.0,sub_5_conv_6,"So, one thing that made me sad, it was when I got one of the new bills and I was walking along, moving stuff from my wallet and it blew away by the wind and crossed the street and I just tried to chase after it but I couldn't make it and at the end I was really sad.","What? See, like what do you mean you couldn't catch it? Like how strong was the wind?",0.1008224010399855,-0.1579862844646115,-0.051764051792544,0.0296735527816068,0,1,0,-0.0680348362547808,0.1075464869471247,0.0240227395515192,-0.106390399125228,0,sub_5_conv_6,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,1,2,0,"[('l_word_len', 17.0), ('dominance_speaker', -0.1527058823529412), ('emotional_reaction', '0'), ('arousal_speaker', -0.1551764705882353)]","[('l_word_len', 17.0), ('emotional_reaction', '0'), ('arousal_listener', -0.1059999999999999), ('valence_listener', 0.2892499999999999)]","[('dominance_speaker', -0.1527058823529412), ('arousal_speaker', -0.1551764705882353), ('s_word_len', 59.0), ('valence_speaker', 0.0139999999999999)]","[('l_word_len', 17.0), ('dominance_speaker', -0.1527058823529412), ('emotional_reaction', '0'), ('arousal_speaker', 0.0240227395515192)]","[('l_word_len', 17.0), ('emotional_reaction', '0'), ('arousal_listener', -0.0680348362547808), ('valence_listener', 0.1075464869471247)]","[('dominance_speaker', -0.1527058823529412), ('arousal_speaker', 0.0240227395515192), ('s_word_len', 59.0), ('valence_speaker', -0.106390399125228)]"
-0.2271428571428571,0.1342857142857143,2,neutral,0,0,1,1,35.0,14.0,-0.0017999999999999,0.5224,0,negative,0.1668,-0.0202857142857142,1.0,0.0,sub_5_conv_6,"It was pretty strong. I was, well my hair was flying and going all over the place and like I was just trying to get some money to buy something and it like blew away",What bill was it like was it like small bill or a big bill?,-0.0274913302412621,-0.3045482137869521,-0.0344379287187932,0.0310353280932193,0,1,0,-0.0922494072460124,0.0620104439509678,-0.0197839311688834,-0.0564637496508664,0,sub_5_conv_6,1,2,2,1,2,1,2,1,0,0,0,0,2,1,2,1,1,1,0,"[('l_word_len', 14.0), ('s_word_len', 35.0), ('dominance_speaker', 0.1668), ('valence_speaker', 0.5224)]","[('l_word_len', 14.0), ('sentiment', 'neutral'), ('emotional_reaction', '0'), ('arousal_listener', -0.2271428571428571)]","[('s_word_len', 35.0), ('dominance_speaker', 0.1668), ('valence_speaker', 0.5224), ('arousal_speaker', -0.0017999999999999)]","[('l_word_len', 14.0), ('emotional_reaction', '0'), ('valence_listener', 0.0620104439509678), ('dominance_speaker', 0.1668)]","[('l_word_len', 14.0), ('emotional_reaction', '0'), ('valence_listener', 0.0620104439509678), ('dominance_listener', -0.0202857142857142)]","[('dominance_speaker', 0.1668), ('s_word_len', 35.0), ('arousal_speaker', -0.0197839311688834), ('valence_speaker', -0.0564637496508664)]"
-0.2614285714285714,-0.0065714285714285,0,negative,1,0,0,6,15.0,14.0,0.0011999999999999,-0.1576,0,negative,-0.1987999999999999,-0.2251428571428571,0.0,0.0,sub_5_conv_6,"It was a small bill so it wasn't that bad but yeah, I lost money","Yeah, losing money no matter how small or how little is kind of sad",0.1943664243713479,-0.0506018403263914,0.0037701796611175,0.1927488382875025,1,0,0,-0.0757894456657892,0.1329527582298231,0.1364164970599435,-0.0827012882284739,1,sub_5_conv_6,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0,"[('l_word_len', 14.0), ('dominance_listener', -0.2251428571428571), ('dominance_speaker', -0.1987999999999999), ('intent', '6')]","[('l_word_len', 14.0), ('dominance_listener', -0.2251428571428571), ('intent', '6'), ('emotional_reaction', '1')]","[('dominance_speaker', -0.1987999999999999), ('s_word_len', 15.0), ('arousal_speaker', 0.0011999999999999), ('valence_speaker', -0.1576)]","[('l_word_len', 14.0), ('dominance_listener', -0.2251428571428571), ('dominance_speaker', -0.1987999999999999), ('intent', '6')]","[('l_word_len', 14.0), ('dominance_listener', -0.2251428571428571), ('intent', '6'), ('emotional_reaction', '1')]","[('dominance_speaker', -0.1987999999999999), ('s_word_len', 15.0), ('arousal_speaker', 0.1364164970599435), ('valence_speaker', -0.0827012882284739)]"
-0.1702857142857143,0.4382857142857143,0,negative,1,0,0,6,114.0,16.0,-0.1815151515151515,0.186,0,positive,-0.0132727272727272,0.0305714285714285,1.0,0.0,sub_5_conv_7,"I remember one time when I was like back in college when my group of friends to went to have dinner together and we were all supposed to go and I was on my way there but I got caught in traffic and I couldn't like make it and I didn't I have my phone so I didn't know what would, or I couldn't tell them. And in the end, they actually ended up waiting for me. And I arrived like an hour later or something, and they were all there and they were all concerned. Instead of being angry, they were really understanding. So I'm glad that they acted like that that time.","You have a good group of friends, man. My friends are like the opposite of that.",-0.0680377233308191,-0.2102743316226357,-0.1261576809341854,0.2696053638735798,1,1,0,-0.139396090939644,0.3202094689972201,-0.1020809517861188,-0.0913920321358449,1,sub_5_conv_7,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,0,"[('l_word_len', 16.0), ('emotional_reaction', '1'), ('sentiment', 'negative'), ('s_word_len', 114.0)]","[('l_word_len', 16.0), ('emotional_reaction', '1'), ('sentiment', 'negative'), ('valence_listener', 0.4382857142857143)]","[('s_word_len', 114.0), ('speaker_sentiment', 'positive'), ('arousal_speaker', -0.1815151515151515), ('valence_speaker', 0.186)]","[('l_word_len', 16.0), ('sentiment', 'negative'), ('valence_speaker', -0.0913920321358449), ('valence_listener', 0.3202094689972201)]","[('l_word_len', 16.0), ('sentiment', 'negative'), ('valence_listener', 0.3202094689972201), ('emotional_reaction', '1')]","[('valence_speaker', -0.0913920321358449), ('speaker_sentiment', 'positive'), ('arousal_speaker', -0.1020809517861188), ('dominance_speaker', -0.0132727272727272)]"
-0.1244,0.2683999999999999,0,negative,1,0,0,1,28.0,16.0,-0.0405,0.38575,0,positive,0.1329999999999999,0.1016,1.0,0.0,sub_5_conv_7,"Well, yeah, I actually am very glad that I have them. I don't know why your group of friends would be like that or how would they act?","I don't know, man. I just somehow get attracted to people who are mean and stuff.",0.1009887030617378,0.022703752730233,-0.1272214005335631,0.2724475302908452,0,1,0,-0.1263749803734941,0.2712332712035916,0.0585420921432164,0.1316176269111631,0,sub_5_conv_7,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,0,"[('dominance_listener', 0.1016), ('sentiment', 'negative'), ('valence_listener', 0.2683999999999999), ('emotional_reaction', '1')]","[('dominance_listener', 0.1016), ('sentiment', 'negative'), ('valence_listener', 0.2683999999999999), ('emotional_reaction', '1')]","[('speaker_sentiment', 'positive'), ('valence_speaker', 0.38575), ('arousal_speaker', -0.0405), ('s_word_len', 28.0)]","[('dominance_listener', 0.1016), ('sentiment', 'negative'), ('valence_listener', 0.2712332712035916), ('emotional_reaction', '1')]","[('dominance_listener', 0.1016), ('sentiment', 'negative'), ('valence_listener', 0.2712332712035916), ('emotional_reaction', '1')]","[('speaker_sentiment', 'positive'), ('valence_speaker', 0.1316176269111631), ('arousal_speaker', 0.0585420921432164), ('s_word_len', 28.0)]"
-0.184,0.572,1,positive,0,1,0,2,15.0,4.0,-0.1352,0.2071999999999999,2,positive,0.1467999999999999,0.236,1.0,0.0,sub_5_conv_7,"Well, that is certainly something. Well, I'm sure they love you underneath the hard exterior.",I think so too.,0.0276865433613753,0.0340609392924543,0.0346760954378,0.2735511888678497,0,0,1,-0.03092673319354,0.3630858322074948,-0.0211794196470373,0.086002657504718,0,sub_5_conv_7,1,2,2,1,2,1,2,1,1,1,1,1,0,0,2,1,0,0,0,"[('emotional_reaction', '0'), ('arousal_listener', -0.184), ('l_word_len', 4.0), ('dominance_listener', 0.236)]","[('emotional_reaction', '0'), ('arousal_listener', -0.184), ('l_word_len', 4.0), ('dominance_listener', 0.236)]","[('valence_speaker', 0.2071999999999999), ('speaker_sentiment', 'positive'), ('s_word_len', 15.0), ('arousal_speaker', -0.1352)]","[('l_word_len', 4.0), ('valence_speaker', 0.086002657504718), ('emotional_reaction', '0'), ('s_word_len', 15.0)]","[('l_word_len', 4.0), ('emotional_reaction', '0'), ('arousal_listener', -0.03092673319354), ('valence_listener', 0.3630858322074948)]","[('valence_speaker', 0.086002657504718), ('s_word_len', 15.0), ('arousal_speaker', -0.0211794196470373), ('dominance_speaker', 0.1467999999999999)]"
-0.14525,0.2794999999999999,0,positive,1,0,0,7,69.0,30.0,-0.0157272727272727,0.2759090909090909,0,positive,0.2133636363636363,-0.011,1.0,1.0,sub_5_conv_8,"I think one of the happiest moments of my entire life was when I graduated college. I had a really difficult test as a final test and it wasn't even exactly from my major. So I had to study a lot of stuff I didn't study during the major. So when I got the results back and it was like, oh yeah, you passed. I was overjoyed with emotion.","Yeah, best moments ever when you just go through something or you spend lots of time on something and you just actually finally make it through. It's really, really nice.",-0.041951669917876,-0.1493177240261182,-0.2173968430751483,0.0168190268409603,0,0,0,-0.1957527901526038,0.0956233187886722,-0.034084350760695,-0.0217496795455554,0,sub_5_conv_8,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,"[('l_word_len', 30.0), ('emotional_reaction', '1'), ('s_word_len', 69.0), ('arousal_listener', -0.14525)]","[('l_word_len', 30.0), ('emotional_reaction', '1'), ('arousal_listener', -0.14525), ('valence_listener', 0.2794999999999999)]","[('s_word_len', 69.0), ('dominance_speaker', 0.2133636363636363), ('arousal_speaker', -0.0157272727272727), ('valence_speaker', 0.2759090909090909)]","[('l_word_len', 30.0), ('emotional_reaction', '1'), ('s_word_len', 69.0), ('arousal_listener', -0.1957527901526038)]","[('l_word_len', 30.0), ('emotional_reaction', '1'), ('arousal_listener', -0.1957527901526038), ('valence_listener', 0.0956233187886722)]","[('s_word_len', 69.0), ('dominance_speaker', 0.2133636363636363), ('arousal_speaker', -0.034084350760695), ('valence_speaker', -0.0217496795455554)]"
-0.1327222222222222,0.3681666666666667,0,positive,1,0,0,9,24.0,75.0,-0.04375,0.59475,0,positive,0.28775,0.0021111111111111,1.0,1.0,sub_5_conv_8,yeah like it's it feels really great to to like have accomplished something i don't know if you have had an experience like that,yeah like i i think like most of the times like like when i'm like achieving something or something like that like when i graduated like i felt like yeah like i'm supposed to graduate right so didn't feel it that way but like i felt joy in other places I really enjoy playing video games. Like when I finish a video game after spending like 20-30 hours on it I feel like you know,-0.0562648605496699,-0.1351620880697835,-0.1114645510965703,0.0887902547632081,0,1,0,-0.1178418524342658,0.1726031783342456,-0.0525104023847689,0.0838115383511515,0,sub_5_conv_8,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,"[('dominance_listener', 0.0021111111111111), ('sentiment', 'positive'), ('l_word_len', 75.0), ('valence_speaker', 0.59475)]","[('dominance_listener', 0.0021111111111111), ('sentiment', 'positive'), ('l_word_len', 75.0), ('arousal_listener', -0.1327222222222222)]","[('valence_speaker', 0.59475), ('arousal_speaker', -0.04375), ('dominance_speaker', 0.28775), ('s_word_len', 24.0)]","[('dominance_listener', 0.0021111111111111), ('sentiment', 'positive'), ('l_word_len', 75.0), ('valence_speaker', 0.0838115383511515)]","[('dominance_listener', 0.0021111111111111), ('sentiment', 'positive'), ('l_word_len', 75.0), ('arousal_listener', -0.1178418524342658)]","[('valence_speaker', 0.0838115383511515), ('arousal_speaker', -0.0525104023847689), ('dominance_speaker', 0.28775), ('s_word_len', 24.0)]"
