id,speaker_utterance,listener_utterance,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry,empathy,prediction
ND_2,"Those are nice school names. And really, what is your favorite sport?",My favorite sport is probably soccer,0.0031244392,0.0865259,0.91034967,0.0013358089,0.02802668,0.97063756,0,0.6072,-0.018000000000000006,0.2184,0.632,0.418,0.328,12,6,0.0006828225450590253,0.9978195428848267,8.569309284212068e-05,0.0002245633368147537,0.00014472003385890275,2.542429865570739e-05,8.686899673193693e-05,0.0006835020612925291,0.0002468517341185361,1,1,3
ND_2,Oh! ,I used to play but now I don't play much anymore,0.2059899,0.5777047,0.21630539,0.7097331,0.27184594,0.018420912,0,0.0,0.0,0.0,0.31866666666666665,0.224,-0.3313333333333333,1,11,0.0001189610266010277,5.840445010107942e-05,1.9038030586671084e-05,2.2051837731851265e-05,0.000301791587844491,0.0006172509165480733,0.0002522041613701731,4.266067480784841e-05,0.9985675811767578,0,1,1
ND_2,Why?! ,"Maybe it is cause I do other things, like I act. I’m an actor",0.5537176,0.4108468,0.035435602,0.1371576,0.73601586,0.12682655,0,0.0,0.0,0.0,0.20533333333333337,-0.07966666666666668,0.030666666666666658,1,14,0.0005270349211059511,0.000909868162125349,0.00014261108299251646,3.241803642595187e-05,0.0007402316550724208,0.9952764511108398,0.0020158826373517513,9.965870412997901e-05,0.0002558394044172019,0,1,1
ND_2,Wow!,Actress I guess,0.011433265,0.1286859,0.85988086,0.08783319,0.8585521,0.053614713,0,0.0,0.0,0.0,0.273,0.019000000000000003,0.038,1,3,0.346511572599411,0.1506655067205429,0.0002014448691625148,0.00022633076878264546,0.00043961647315882146,0.0018708037678152323,0.0008177906856872141,0.0010484064696356654,0.49821847677230835,0,1,1
ND_2,What movie did you play?,"Oh, not like a movie actor. Just musical theater and art creatively ",0.03931647,0.89500517,0.06567833,0.19422628,0.6841638,0.12160991,0,0.604,0.325,-0.17099999999999999,0.548,0.033,0.065,5,12,0.0025267929304391146,0.03532997891306877,0.00013598364603240043,0.004383102525025606,0.0013776724226772785,0.0002447960141580552,0.0005697330925613642,8.335518214153126e-05,0.955348551273346,1,1,1
ND_2,Oh,"Like, do you know about it? So, I just do…there is a field of theater districts in Bloomington that I do just once in a while. I’m not hugely hugely experienced but I enjoy it and singing",0.28429702,0.52618426,0.18951868,0.00416927,0.09964045,0.8961903,0,0.0,0.0,0.0,0.46822222222222226,0.007999999999999995,0.19777777777777777,1,37,0.0021810231264680624,0.00042727880645543337,0.0002327858383068815,6.710986781399697e-05,0.00019902474014088511,9.388746548211202e-05,0.04799782484769821,0.00043414722313173115,0.9483669400215149,0,1,3
ND_2,So you sing?,Yes,0.07676942,0.8498435,0.0733871,0.12571123,0.47316462,0.40112415,0,0.716,0.212,-0.16,0.0,0.0,0.0,3,1,0.4742596745491028,0.5167218446731567,0.00026868830900639296,0.00048134446842595935,0.00044834823347628117,0.0002618767030071467,0.003787141991779208,0.002305595437064767,0.0014654655242338777,0,1,1
ND_2,What is your favorite song,"You know, I don’t really have a favorite song but probably anything from Hamilton.",0.016606504,0.73184997,0.25154352,0.1239778,0.675865,0.20015714,0,0.739,0.0030000000000000027,0.191,0.575,-0.091,0.2985,5,14,0.032542359083890915,0.0008359178900718689,0.00013689539628103375,0.0005665251519531012,0.0003916484129149467,4.9132926505990326e-05,0.00029021798400208354,0.00016883364878594875,0.9650184512138367,1,1,2
ND_2,Can you sing for us?,"Hahaha, I don’t know. There is this weird thing, I can sing in front of people I don’t know. But singing in a room with people I know is so weird.",0.010538397,0.72552276,0.26393878,0.5549783,0.3817092,0.063312486,0,0.716,0.212,-0.16,0.27666666666666667,-0.12986666666666669,0.07333333333333335,5,31,0.13845540583133698,0.0014271006220951676,0.0007537840283475816,0.0005236713914200664,9.148118988377973e-05,0.00011193074169568717,0.0001871604035841301,0.0006066215573810041,0.8578428030014038,1,1,3
ND_2,How is your country like (there?),Pretty good. How is yours?,0.1373227,0.8142448,0.04843247,0.0018366383,0.03757128,0.96059215,0,0.41700000000000004,-0.253,0.139,0.813,-0.116,0.095,6,5,6.584348011529073e-05,0.00023358414182439446,6.827181641710922e-05,1.45407057061675e-05,7.029539119685069e-05,0.00014015925989951938,0.9982561469078064,0.0009766232687979937,0.0001744715846143663,1,2,2
ND_2,Fine. Is it daytime?,Do you guys have pets?,0.035453293,0.8327636,0.13178307,0.047547437,0.90149885,0.050953776,0,0.573,-0.436,0.10099999999999999,0.458,-0.306,-0.14900000000000002,4,5,5.9115216572536156e-05,4.464162338990718e-05,4.383599298307672e-05,2.3885755581432022e-05,7.854036812204868e-05,0.00020187934569548815,0.9993877410888672,8.475223876303062e-05,7.557253411505371e-05,1,1,1
ND_2,What is the name of your instrument?,It is a trombone.,0.09064695,0.8595929,0.049760178,0.07397587,0.79987824,0.12614588,0,0.135,-0.163,0.06999999999999999,0.124,0.0,0.0,7,4,0.000637645018287003,0.9975740313529968,0.0005337691400200129,0.00015027647896204144,7.676477252971381e-05,2.486717130523175e-05,5.2252362365834415e-05,0.0007475154125131667,0.00020285554637666792,0,1,1
DN_2,"I enjoy making costumes. I like roleplaying.
",Is that a school project or you’re just doing it for fun?,0.002404749,0.02434408,0.9732512,0.07145913,0.71705675,0.21148412,0,0.484,0.05866666666666668,0.04666666666666667,0.6053333333333333,0.15200000000000002,0.43533333333333335,7,12,5.302368299453519e-05,4.767821155837737e-05,2.3378072000923567e-05,4.498002090258524e-05,0.0002751012216322124,0.000424024008680135,0.9989528656005859,4.510785947786644e-05,0.00013378560834098607,1,2,3
DN_2,I made it for fun and for other people who like acting.,That is nice.,0.010241542,0.18304972,0.8067087,0.0029648948,0.020408586,0.97662646,1,0.46950000000000003,0.11950000000000001,0.05650000000000001,0.86,-0.116,0.3,12,3,0.00039629018283449113,0.9970344305038452,0.0003008394851349294,0.00042359615326859057,0.00013992763706482947,3.5278037103125826e-05,6.370919436449185e-05,0.001546040759421885,5.978245098958723e-05,1,1,1
DN_2,Why did you take a picture of this?,Because I like it. It reflects my identity.,0.2740445,0.6993381,0.026617354,0.008067134,0.21245907,0.7794738,0,0.542,-0.155,-0.19,0.382,-0.28700000000000003,0.22600000000000003,8,8,0.000780448957812041,0.9818170070648193,0.00021738417854066938,0.0005041944677941501,0.0020140339620411396,6.919429870322347e-05,0.0001484951499151066,0.00014867015124764293,0.014300597831606865,1,1,1
DN_2,That is nice to hear.,Thank you,0.0018911884,0.018608736,0.97950006,0.0064726705,0.14155704,0.8519703,1,0.69,-0.129,0.094,0.916,-0.294,0.052,5,2,9.549467358738184e-05,0.00018548070511315018,1.621293449716177e-05,0.00013188800949137658,8.44408423290588e-05,0.00018420355627313256,0.9958165287971497,0.0008219153387472034,0.002663765102624893,1,1,2
DN_2,What is your favorite color?,"Pink, red, and blue.",0.021073071,0.78313845,0.19578841,0.028576802,0.5936447,0.3777785,0,0.671,-0.13,0.093,0.25266666666666665,-0.47266666666666673,-0.24066666666666667,5,4,0.0020149194169789553,0.9635910987854004,0.000572267163079232,0.019005324691534042,0.000347986031556502,4.679041376220994e-05,0.002580254338681698,0.00980372168123722,0.002037657191976905,0,1,1
ND_3,It is my basketball t-shirt.,What is your favorite basketball player?,0.010721922,0.6625458,0.32673234,0.014688114,0.810181,0.17513077,0,0.512,-0.04999999999999999,-0.334,0.5040000000000001,0.36133333333333334,0.18000000000000002,5,6,6.264625699259341e-05,9.207078255712986e-05,4.677842662204057e-05,1.3139022485120222e-05,8.492276538163424e-05,0.00022689478646498173,0.9990129470825195,0.0003157710889354348,0.00014475831994786859,1,1,1
ND_3,It is Lebron James,Wooww! I don’t like Lebrone. James,0.050992515,0.8178315,0.131176,0.9522385,0.041080218,0.0066812984,0,0.0,0.0,0.0,0.365,-0.193,0.14800000000000002,4,6,0.0010154014453291893,0.006454897578805685,0.00019534718012437224,0.0005786102265119553,0.00014279669267125428,3.472462412901223e-05,0.003458868945017457,4.748982973978855e-05,0.9880717992782593,0,1,1
DN_3,Why do you like Lebron?, I think he is a good player. I like his playing style.,0.24374871,0.71135855,0.044892725,0.0017190452,0.02419902,0.974082,0,0.389,-0.09899999999999999,-0.018000000000000002,0.49800000000000005,-0.0844,0.13119999999999998,5,12,0.0006379332626238465,0.015318556688725948,4.287859337637201e-05,1.8320444723940454e-05,0.0002796531480271369,0.0005397865315899253,0.00028345981263555586,0.00021904244204051793,0.9826603531837463,1,1,3
ND_4,Can I ask you a question?,Yeah,0.07991159,0.8660865,0.05400198,0.16698554,0.5315834,0.301431,0,0.041,-0.15,-0.032,0.0,0.0,0.0,6,1,0.0009809146868065,0.001764205633662641,1.7081343685276806e-05,0.00017988812760449946,0.00607303436845541,0.0003092148690484464,0.9875734448432922,0.002809173660352826,0.0002929559559561312,0,1,1
ND_4,Who is your favorite celebrity?,I really like Taylos Swift because she is a strong and independent woman.,0.022287212,0.8117587,0.16595414,0.0013708303,0.023013778,0.9756153,0,0.645,0.209,0.546,0.638,0.157,0.4555,5,13,0.0015573580749332905,0.9539738893508911,0.0054534971714019775,0.02920040301978588,0.0022644130513072014,2.8953390938113444e-05,0.0005344577948562801,0.00020823391969315708,0.006778791546821594,1,1,3
ND_4,"So, she wanted to know who your favorite celebrities are","Jenna Ortega, Kanye West, and Taylor Swift",0.051361777,0.8641002,0.08453795,0.015593726,0.913435,0.07097127,0,0.6066666666666667,0.046666666666666655,0.5,0.322,0.11300000000000002,0.11200000000000002,10,7,0.0025682738050818443,0.39601248502731323,0.000793261977378279,0.007651389576494694,0.0008557013934478164,6.0857859352836385e-05,0.006498491857200861,0.5772554874420166,0.00830403994768858,1,1,1
ND_4,Ok,Did you get it?,0.1772946,0.5264876,0.2962178,0.14685172,0.7692141,0.083934166,0,0.0,0.0,0.0,0.48,0.188,0.334,1,4,3.475379344308749e-05,4.573792466544546e-05,2.140188189514447e-05,5.383599273045547e-05,0.00012486697232816368,0.00020047587167937309,0.9993941783905029,5.910523032071069e-05,6.556642620125785e-05,0,1,1
ND_4,Yeah,What about yours?,0.16698554,0.5315834,0.301431,0.101355284,0.83795696,0.060687736,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.00016031258564908057,8.197029819712043e-05,7.06606442690827e-05,2.6956897272611968e-05,0.00035579234827309847,0.01685168594121933,0.981158971786499,0.0007274042582139373,0.0005663122865371406,0,1,1
ND_4,Mine is Katty B and Nicki Minaj,Who? Is that even a celebrity? ,0.0043821996,0.63614833,0.35946953,0.46712208,0.49652663,0.03635128,0,0.376,-0.164,0.156,0.52,0.238,0.71,7,6,4.825766882277094e-05,7.760814332868904e-05,3.763820495805703e-05,1.816611984395422e-05,8.470001193927601e-05,0.0002626258647069335,0.9991825222969055,0.00021178548922762275,7.662305142730474e-05,0,1,1
ND_5,What do you like Lipgloss?,"I don’t know. I can answer that another time.
",0.051347576,0.86471206,0.08394035,0.17943254,0.76744455,0.05312293,0,0.389,-0.09899999999999999,-0.018000000000000002,0.2856,-0.2656,0.252,5,9,0.9020860195159912,0.09273526817560196,0.0015315021155402064,0.0012433130759745836,6.078520527807996e-05,0.00017502707487437874,0.00014586745237465948,0.0004154495254624635,0.001606868114322424,1,1,1
JA_1,I chose this avatar cause I ate fish yesterday,What type of fish?,0.114477806,0.7616655,0.123856686,0.13007617,0.8322843,0.037639596,0,0.056,-0.3255,-0.222,0.01,-0.436,-0.386,9,4,6.404921441571787e-05,4.6289056626847014e-05,2.4141199901350774e-05,2.7850710466736928e-05,0.00023610243806615472,0.0009764397400431335,0.9983526468276978,0.0001437430182704702,0.00012878382403869182,1,2,1
JA_1,You know maguro? I had it yesterday,Oh! Yum! Is that your favorite food?,0.0702017,0.83887273,0.09092563,0.002421618,0.058617312,0.9389611,0,0.265,-0.353,-0.04300000000000001,0.773,-0.086,0.218,7,7,5.802639861940406e-05,0.00013362214667722583,3.11735384457279e-05,1.6224341379711404e-05,0.00020027616119477898,0.00019812662503682077,0.9990548491477966,0.00022384371550288051,8.391617302550003e-05,0,2,2
JA_1,I chose this because I like cheese,Oh same! We all like cheese,0.00962325,0.21558188,0.7747949,0.06451195,0.44574523,0.48974282,0,0.45899999999999996,-0.367,-0.273,0.45899999999999996,-0.367,-0.273,7,6,0.003321266733109951,0.79747474193573,0.0011254831915721297,0.00019484215590637177,0.00011686722427839413,0.0001390185352647677,0.0006568245007656515,0.19556745886802673,0.0014034543419256806,1,2,1
JA_1,I chose this one cause it is the same,Good choice,0.04779435,0.6405742,0.31163144,0.018673204,0.21916333,0.7621635,0,0.011000000000000003,-0.33499999999999996,-0.14400000000000002,0.683,-0.112,0.198,9,2,0.00018159646424464881,0.00037377109401859343,0.00010332607780583203,0.0002888663439080119,0.00013335971743799746,9.147079254034907e-05,0.0003701350069604814,0.027367111295461655,0.9710902571678162,0,1,1
JA_1,I like playing rock songs,Rock! Good I like metal,0.0028589964,0.12077662,0.87636435,0.0059237094,0.078220055,0.9158562,0,0.46399999999999997,-0.332,0.0020000000000000018,0.4155,-0.307,0.041999999999999996,5,5,0.0001296822592848912,0.0035746083594858646,2.029075039899908e-05,4.225741940899752e-05,0.0003140147600788623,0.00038331683026626706,0.002917282283306122,0.0002606085909064859,0.9923580288887024,1,2,2
JA_1,What is your favorite music band?,I like Black Sabbath,0.014220108,0.79085517,0.19492471,0.0044035045,0.16583377,0.8297627,0,0.5773333333333334,0.13666666666666666,0.214,0.438,-0.294,-0.108,6,4,0.0015218753833323717,0.5534525513648987,0.0002465761499479413,0.0003260820230934769,0.00037524665822274983,0.0002567208430264145,0.0004058030608575791,0.00045018093078397214,0.44296497106552124,0,1,1
JA_1,Very nice I always listen to black Sabbath,My sister has a very different type of music taste,0.001741166,0.025872532,0.97238624,0.08743616,0.820648,0.09191592,0,0.7010000000000001,-0.198,0.095,0.4652,-0.2116,-0.012400000000000005,8,10,0.0067670829594135284,0.0489172525703907,6.992760609136894e-05,0.006231564097106457,0.0017565774032846093,0.00020226971537340432,0.0010829108068719506,0.0006579142063856125,0.934314489364624,1,1,1
JA_1,I play the flute and I like listening to pop music and recently went to a concert. Have you guys been to any concert?,I can play the trumpet. Ever since grade school I have played the trumpet,0.0017608794,0.2340792,0.7641599,0.016972488,0.3139675,0.66906005,0,0.53275,0.1555,0.061249999999999985,0.38285714285714284,-0.018,-0.021714285714285707,24,14,0.001044982229359448,0.9798222184181213,0.000480931339552626,0.00010937296610791236,0.00014609626668971032,9.605225204722956e-05,0.00012973530101589859,0.0002748335537035018,0.017895814031362534,1,2,3
JA_1,Do you have any pets? another pet?,Yes I have a bird and I used to have dog. Do you have pets? ,0.043060143,0.91162103,0.045318883,0.029224655,0.8428803,0.12789497,0,0.75,-0.346,-0.39,0.39200000000000007,-0.244,-0.15033333333333335,7,15,9.104033233597875e-05,8.386452827835456e-05,0.00012139468890381977,2.198846050305292e-05,0.00011271965195192024,0.00018967632786370814,0.9991781115531921,4.171498221694492e-05,0.0001595439825905487,1,2,1
JA_1,"No, I am allergic",What is your favorite animal?,0.8160248,0.17010483,0.013870476,0.021717042,0.8285993,0.14968367,0,-0.73,0.098,-0.454,0.406,0.09999999999999999,0.20400000000000001,4,5,5.445367060019635e-05,0.00012964452616870403,2.3947222871356644e-05,1.6657315427437425e-05,0.00016710149066057056,0.0006217837799340487,0.9987198114395142,0.0001688487100182101,9.770051838131621e-05,0,1,1
JA_1,Cat!,Yay! Have you been to a cat café in Tokyo?,0.051284317,0.51976806,0.4289476,0.001198834,0.119072445,0.8797288,0,0.334,-0.48,-0.26,0.361,-0.16499999999999998,-0.28500000000000003,1,10,0.0001020750351017341,9.136518929153681e-05,5.562604928854853e-05,1.077615797839826e-05,0.00019348376372363418,0.0005077035166323185,0.9985122084617615,0.00026216727565042675,0.00026463327230885625,1,3,3
JA_1,"No, I have allergy","Oh, yeah that does not help. If you had any pet what would it be?",0.69551796,0.2823261,0.022155927,0.8175502,0.16606003,0.016389823,0,-0.408,0.212,-0.222,0.3044,-0.28559999999999997,-0.16720000000000002,4,15,3.3442614949308336e-05,0.0007885367376729846,1.9771790903178044e-05,7.525572436861694e-05,0.0003948124358430505,0.0009090302628464997,0.9974633455276489,3.737491715583019e-05,0.0002784542739391327,0,3,2
JA_1,I had a beetle ,Wow do you like dogs?,0.20281345,0.7047541,0.09243248,0.04527773,0.7220104,0.23271187,0,-0.354,-0.288,-0.41,0.423,-0.147,-0.147,4,5,3.829945853794925e-05,0.0001905788667500019,1.6830890672281384e-05,3.200552237103693e-05,0.000112708548840601,0.00014401585212908685,0.9993322491645813,7.872550486354157e-05,5.4658656154060736e-05,0,2,1
JA_1,Yeah,You have a favorite breed?,0.16698554,0.5315834,0.301431,0.07287178,0.84855145,0.07857675,0,0.0,0.0,0.0,0.42133333333333334,-0.05333333333333334,0.24133333333333337,1,5,6.41310543869622e-05,8.731750858714804e-05,4.6544115321012214e-05,1.6835521819302812e-05,5.651611354551278e-05,0.000157815869897604,0.9993413090705872,0.00015042733866721392,7.904677477199584e-05,0,1,1
JA_1,Do you know the Japanese one?,"Oh yeah, we saw a lot of Shibas",0.09561721,0.85801846,0.046364333,0.063823625,0.7505626,0.18561375,0,0.307,-0.347,0.07399999999999998,-0.153,-0.24399999999999997,-0.112,6,8,0.8339826464653015,0.10732824355363846,0.006319712847471237,0.0009331573965027928,0.00013218903040979058,0.00016707758186385036,0.00038700937875546515,0.036432214081287384,0.014317674562335014,0,1,1
AJ_1,I chose my avatar to be a donut because I live eating donuts.,Me too. Delicious! ,0.13200119,0.5900486,0.2779502,0.0051927273,0.054347273,0.94046,0,0.515,-0.093,0.206,0.854,0.3,0.178,13,3,0.9972885847091675,0.0012958465376868844,0.0006732037873007357,0.00025063223438337445,3.261892925365828e-05,9.535706340102479e-05,5.8962981711374596e-05,0.00011526701564434916,0.0001894747547339648,1,2,1
JA_2,I chose my avatar to be a fried egg because I ate a fried egg this morning.,Ahh! I love fried eggs. ,0.20842347,0.72703266,0.0645439,0.0050227595,0.029479114,0.96549815,0,0.2334285714285714,-0.334,-0.19342857142857145,0.442,-0.17200000000000001,-0.132,17,5,0.00036758178612217307,0.9958233833312988,0.000424195866798982,9.541977487970144e-05,6.1147911765147e-05,3.169312185491435e-05,0.00014151990762911737,0.0007294521783478558,0.0023255902342498302,1,2,2
JA_2,I took this picture during summer vacation. It is a summer festival. It is a picture of Bon Dance.,How often is this festival? Is it only one day? Or once a year?,0.013899387,0.67959076,0.30650982,0.030936165,0.8930914,0.07597249,0,0.616,-0.029142857142857137,0.11057142857142857,0.3365,-0.2245,-0.05600000000000001,19,14,5.414773113443516e-05,7.449767144862562e-05,3.821581049123779e-05,1.7720549294608645e-05,0.0001554871123516932,0.0005496724625118077,0.9989027976989746,8.481636177748442e-05,0.0001225559535669163,1,2,3
JA_2,It is once a year.,Ohh once a year. Is it always at night?,0.1156559,0.78116965,0.10317442,0.19489121,0.7533416,0.05176722,0,0.084,-0.432,-0.17,0.14,-0.32,-0.181,5,9,5.333824083209038e-05,0.00020430439326446503,4.064637323608622e-05,1.336791774519952e-05,0.00012937301653437316,0.0008507934981025755,0.9984329342842102,9.587085514795035e-05,0.0001793817791622132,1,2,2
JA_2,"Yes, Bon Dance is performed at night.","Oh, very interesting.",0.0044054464,0.69570833,0.2998863,0.008378047,0.10064264,0.89097935,1,0.492,0.23600000000000004,-0.045000000000000005,0.854,0.452,0.462,7,3,0.0006004362367093563,0.9920477271080017,7.544272375525907e-05,0.0002713938010856509,0.0004843495844397694,9.640302596380934e-05,6.538438174175099e-05,0.00019749515922740102,0.0061613270081579685,1,2,1
JA_3, This is a picture of my band festival. We took it during a school festival. I play the trombone.,We also play instruments. It is super fun. I play the flute. ,0.016990064,0.7667484,0.21626148,0.0012001133,0.014841634,0.98395824,0,0.49742857142857144,0.13142857142857142,0.116,0.5276666666666666,0.301,0.06033333333333335,19,12,0.0010127617279067636,0.9973884224891663,0.0003889666113536805,7.947293488541618e-05,0.00017859171202871948,1.9644687199615873e-05,0.00034678156953305006,0.00044402541243471205,0.00014136932441033423,1,3,3
JA_3,That is nice!,I also play the French Horn. Maybe it is called different in Japanese. It is the curled one.,0.0018744825,0.013351021,0.98477453,0.027703084,0.85701567,0.115281284,0,0.86,-0.116,0.3,0.1755,-0.019499999999999976,-0.21650000000000003,3,18,0.0006876615225337446,0.0009072909015230834,0.00013962674711365253,3.081908289459534e-05,0.0016117814229801297,0.995226263999939,0.0009775742655619979,0.0002557435946073383,0.00016329983191099018,1,2,3
JA_3,Ohh I see. ,How long have you been playing the trombone?,0.26829034,0.60735846,0.124351166,0.044718433,0.91836876,0.03691286,0,0.27,-0.462,-0.376,0.10300000000000001,-0.147,0.043,3,8,9.882819722406566e-05,8.55483376653865e-05,4.9997026508208364e-05,1.2374660400382709e-05,0.00010865598596865311,0.00037042060284875333,0.9987812638282776,0.00035230396315455437,0.00014060149260330945,1,2,1
JA_3,Only two years.,Two years! Wow! That is exciting.,0.09991178,0.7378647,0.16222352,0.0014530871,0.008439316,0.99010754,0,0.062,-0.516,-0.181,0.3413333333333333,-0.14933333333333335,0.072,3,6,0.00111021613702178,0.9694193005561829,0.00032509479206055403,0.00019874615827575326,0.0002657530130818486,4.037322651129216e-05,0.003705721814185381,0.02462993934750557,0.0003049448714591563,0,2,3
JA_4, I took this picture at a festival for girls.,Do you need to go to a place to see what you show in the picture?,0.022227975,0.86084336,0.116928615,0.079274945,0.8744796,0.046245433,0,0.584,0.013999999999999985,0.176,0.205,-0.12533333333333332,-0.15499999999999997,9,16,4.406900188769214e-05,0.0001189734903164208,2.0708253941847943e-05,2.311029857082758e-05,0.0003721450921148062,0.0004527444834820926,0.9987150430679321,8.488610183121637e-05,0.0001683677692199126,1,2,3
